"eligibleTitle","link","searchYear","oscarsYear","matchname","tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","winner","id"
"The Goonies","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheGoonies",1985,1985,"goonies1985","tt0089218","movie","The Goonies","The Goonies",0,1985,,114,"Adventure,Comedy,Family",0,"m2689"
"The Journey of Natty Gann","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheJourneyOfNattyGann",1985,1985,"journeyofnattygann1985","tt0089385","movie","The Journey of Natty Gann","The Journey of Natty Gann",0,1985,,101,"Adventure,Family",0,"m2690"
"The Last Dragon","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheLastDragon",1985,1985,"lastdragon1985","tt0089461","movie","The Last Dragon","The Last Dragon",0,1985,,109,"Action,Comedy,Drama",0,"m2691"
"The Man with One Red Shoe","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheManWithOneRedShoe",1985,1985,"manwithoneredshoe1985","tt0089543","movie","The Man with One Red Shoe","The Man with One Red Shoe",0,1985,,92,"Comedy,Thriller",0,"m2692"
"The Purple Rose of Cairo","https://tvtropes.org/pmwiki/pmwiki.php/Film/ThePurpleRoseOfCairo",1985,1985,"purpleroseofcairo1985","tt0089853","movie","The Purple Rose of Cairo","The Purple Rose of Cairo",0,1985,,82,"Comedy,Fantasy,Romance",0,"m2693"
"The Quiet Earth","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheQuietEarth",1985,1985,"quietearth1985","tt0089869","movie","The Quiet Earth","The Quiet Earth",0,1985,,91,"Drama,Mystery,Sci-Fi",0,"m2694"
"The Return of the Living Dead","https://tvtropes.org/pmwiki/pmwiki.php/Film/ReturnOfTheLivingDead",1985,1985,"returnofthelivingdead1985","tt0089907","movie","The Return of the Living Dead","The Return of the Living Dead",0,1985,,91,"Comedy,Horror,Sci-Fi",0,"m2695"
"The Stuff","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheStuff",1985,1985,"stuff1985","tt0090094","movie","The Stuff","The Stuff",0,1985,,87,"Comedy,Horror,Sci-Fi",0,"m2696"
"The Sure Thing","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheSureThing",1985,1985,"surething1985","tt0090103","movie","The Sure Thing","The Sure Thing",0,1985,,100,"Comedy,Drama,Romance",0,"m2697"
"The Trip to Bountiful","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheTripToBountiful",1985,1985,"triptobountiful1985","tt0090203","movie","The Trip to Bountiful","The Trip to Bountiful",0,1985,,108,"Drama",0,"m2698"
"The Warrior and the Sorceress","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheWarriorAndTheSorceress",,1985,"warriorandthesorceress1985","tt0088379","movie","The Warrior and the Sorceress","The Warrior and the Sorceress",0,1984,,81,"Adventure,Fantasy",0,"m2699"
"To Live and Die in L.A.","https://tvtropes.org/pmwiki/pmwiki.php/Film/ToLiveAndDieInLA",1985,1985,"toliveanddieinla1985","tt0090180","movie","To Live and Die in L.A.","To Live and Die in L.A.",0,1985,,116,"Action,Crime,Drama",0,"m2700"
"Volunteers","https://tvtropes.org/pmwiki/pmwiki.php/Film/Volunteers",1985,1985,"volunteers1985","tt0090274","movie","Volunteers","Volunteers",0,1985,,107,"Comedy",0,"m2702"
"Weird Science","https://tvtropes.org/pmwiki/pmwiki.php/Film/WeirdScience",1985,1985,"weirdscience1985","tt0090305","movie","Weird Science","Weird Science",0,1985,,94,"Comedy,Romance,Sci-Fi",0,"m2703"
"Witness","https://tvtropes.org/pmwiki/pmwiki.php/Film/Witness",1985,1985,"witness1985","tt0090329","movie","Witness","Witness",0,1985,,112,"Crime,Drama,Romance",1,"m2704"
"Young Sherlock Holmes","https://tvtropes.org/pmwiki/pmwiki.php/Film/YoungSherlockHolmes",1985,1985,"youngsherlockholmes1985","tt0090357","movie","Young Sherlock Holmes","Young Sherlock Holmes",0,1985,,109,"Adventure,Fantasy,Mystery",0,"m2705"
"9½ Weeks","https://tvtropes.org/pmwiki/pmwiki.php/Film/NineAndAHalfWeeks",1986,1986,"9weeks1986","tt0091635","movie","9½ Weeks","Nine 1/2 Weeks",0,1986,,117,"Drama,Romance",0,"m2707"
"A Fine Mess","https://tvtropes.org/pmwiki/pmwiki.php/Film/AFineMess",1986,1986,"finemess1986","tt0091051","movie","A Fine Mess","A Fine Mess",0,1986,,90,"Action,Comedy,Crime",0,"m2708"
"A Nightmare on Elm Street 2: Freddy’s Revenge","https://tvtropes.org/pmwiki/pmwiki.php/Film/ANightmareOnElmStreetPart2FreddysRevenge",1985,1986,"nightmareonelmstreet2freddysrevenge1986","tt0089686","movie","A Nightmare on Elm Street 2: Freddy's Revenge","A Nightmare on Elm Street Part 2: Freddy's Revenge",0,1985,,87,"Horror",0,"m2709"
"A Room with a View","https://tvtropes.org/pmwiki/pmwiki.php/Literature/ARoomWithAView",1908,1986,"roomwithaview1986","tt0091867","movie","A Room with a View","A Room with a View",0,1985,,117,"Drama,Romance",1,"m2710"
"About Last Night . . .","https://tvtropes.org/pmwiki/pmwiki.php/Film/AboutLastNight",1986,1986,"aboutlastnight1986","tt0090583","movie","About Last Night...","About Last Night...",0,1986,,113,"Comedy,Drama,Romance",0,"m2711"
"Absolute Beginners","https://tvtropes.org/pmwiki/pmwiki.php/Film/AbsoluteBeginners",1986,1986,"absolutebeginners1986","tt0090585","movie","Absolute Beginners","Absolute Beginners",0,1986,,108,"Drama,Musical,Romance",0,"m2712"
"Aliens","https://tvtropes.org/pmwiki/pmwiki.php/Film/AlienS",1986,1986,"aliens1986","tt0090605","movie","Aliens","Aliens",0,1986,,137,"Action,Adventure,Sci-Fi",0,"m2713"
"An American Tail","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/AnAmericanTail",,1986,"anamericantail1986","tt0090633","movie","An American Tail","An American Tail",0,1986,,80,"Adventure,Animation,Comedy",0,"m2714"
"April Fool’s Day","https://tvtropes.org/pmwiki/pmwiki.php/Film/AprilFoolsDay",1986,1986,"aprilfoolsday1986","tt0090655","movie","April Fool's Day","April Fool's Day",0,1986,,89,"Horror,Mystery",0,"m2715"
"Avenging Force","https://tvtropes.org/pmwiki/pmwiki.php/Film/AvengingForce",1986,1986,"avengingforce1986","tt0090678","movie","Avenging Force","Avenging Force",0,1986,,104,"Action,Drama,Thriller",0,"m2716"
"Back to School","https://tvtropes.org/pmwiki/pmwiki.php/Film/BackToSchool",,1986,"backtoschool1986","tt0090685","movie","Back to School","Back to School",0,1986,,96,"Comedy,Romance,Sport",0,"m2717"
"Band of the Hand","https://tvtropes.org/pmwiki/pmwiki.php/Film/BandOfTheHand",1986,1986,"bandofthehand1986","tt0090693","movie","Band of the Hand","Band of the Hand",0,1986,,109,"Action,Crime,Drama",0,"m2718"
"Big Trouble in Little China","https://tvtropes.org/pmwiki/pmwiki.php/Film/BigTroubleInLittleChina",1986,1986,"bigtroubleinlittlechina1986","tt0090728","movie","Big Trouble in Little China","Big Trouble in Little China",0,1986,,99,"Action,Adventure,Comedy",0,"m2719"
"Bliss","https://tvtropes.org/pmwiki/pmwiki.php/Film/Bliss",1985,1986,"bliss1986","tt0088821","movie","Bliss","Bliss",0,1985,,112,"Comedy,Drama",0,"m2720"
"Blue Velvet","https://tvtropes.org/pmwiki/pmwiki.php/Film/BlueVelvet",1986,1986,"bluevelvet1986","tt0090756","movie","Blue Velvet","Blue Velvet",0,1986,,120,"Drama,Mystery,Thriller",0,"m2721"
"Care Bears Movie II: A New Generation","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/CareBearsMovieIIANewGeneration",,1986,"carebearsmovieiianewgeneration1986","tt0090799","movie","Care Bears Movie II: A New Generation","Care Bears Movie II: A New Generation",0,1986,,76,"Adventure,Animation,Comedy",0,"m2722"
"Club Paradise","https://tvtropes.org/pmwiki/pmwiki.php/Film/ClubParadise",1986,1986,"clubparadise1986","tt0090856","movie","Club Paradise","Club Paradise",0,1986,,96,"Comedy",0,"m2724"
"Cobra","https://tvtropes.org/pmwiki/pmwiki.php/Film/Cobra",1986,1986,"cobra1986","tt0090859","movie","Cobra","Cobra",0,1986,,87,"Action,Crime,Thriller",0,"m2725"
"Crawlspace","https://tvtropes.org/pmwiki/pmwiki.php/Film/Crawlspace",1986,1986,"crawlspace1986","tt0090881","movie","Crawlspace","Crawlspace",0,1986,,80,"Horror,Thriller",0,"m2726"
"Critters","https://tvtropes.org/pmwiki/pmwiki.php/Film/Critters",1986,1986,"critters1986","tt0090887","movie","Critters","Critters",0,1986,,86,"Comedy,Horror,Sci-Fi",0,"m2728"
"Deadly Friend","https://tvtropes.org/pmwiki/pmwiki.php/Film/DeadlyFriend",1986,1986,"deadlyfriend1986","tt0090917","movie","Deadly Friend","Deadly Friend",0,1986,,91,"Drama,Horror,Sci-Fi",0,"m2729"
"Defense of the Realm","https://tvtropes.org/pmwiki/pmwiki.php/Film/DefenceOfTheRealm",1986,1986,"defenseoftherealm1986","tt0089009","movie","Defense of the Realm","Defence of the Realm",0,1985,,96,"Thriller",0,"m2730"
"Desert Hearts","https://tvtropes.org/pmwiki/pmwiki.php/Film/DesertHearts",1985,1986,"deserthearts1986","tt0089015","movie","Desert Hearts","Desert Hearts",0,1985,,91,"Drama,Romance",0,"m2731"
"Down and Out in Beverly Hills","https://tvtropes.org/pmwiki/pmwiki.php/Film/DownAndOutInBeverlyHills",1986,1986,"downandoutinbeverlyhills1986","tt0090966","movie","Down and Out in Beverly Hills","Down and Out in Beverly Hills",0,1986,,103,"Comedy",0,"m2732"
"Down by Law","https://tvtropes.org/pmwiki/pmwiki.php/Film/DownByLaw",1986,1986,"downbylaw1986","tt0090967","movie","Down by Law","Down by Law",0,1986,,107,"Comedy,Crime,Drama",0,"m2733"
"Eliminators","https://tvtropes.org/pmwiki/pmwiki.php/Film/Eliminators",1986,1986,"eliminators1986","tt0091003","movie","Eliminators","Eliminators",0,1986,,96,"Action,Adventure,Fantasy",0,"m2734"
"F/X","https://tvtropes.org/pmwiki/pmwiki.php/Film/FX",1986,1986,"fx1986","tt0089118","movie","F/X","F/X",0,1986,,109,"Action,Thriller",0,"m2735"
"Ferris Bueller’s Day Off","https://tvtropes.org/pmwiki/pmwiki.php/Film/FerrisBuellersDayOff",1986,1986,"ferrisbuellersdayoff1986","tt0091042","movie","Ferris Bueller's Day Off","Ferris Bueller's Day Off",0,1986,,103,"Comedy",0,"m2736"
"Flight of the Navigator","https://tvtropes.org/pmwiki/pmwiki.php/Film/FlightOfTheNavigator",1986,1986,"flightofthenavigator1986","tt0091059","movie","Flight of the Navigator","Flight of the Navigator",0,1986,,90,"Adventure,Family,Sci-Fi",0,"m2737"
"Friday the 13th, Part VI: Jason Lives","https://tvtropes.org/pmwiki/pmwiki.php/Film/FridayThe13thPartVIJasonLives",,1986,"fridaythe13thpartvijasonlives1986","tt0091080","movie","Friday the 13th Part VI: Jason Lives","Friday the 13th Part VI: Jason Lives",0,1986,,86,"Horror,Thriller",0,"m2738"
"From Beyond","https://tvtropes.org/pmwiki/pmwiki.php/Film/FromBeyond",1986,1986,"frombeyond1986","tt0091083","movie","From Beyond","From Beyond",0,1986,,85,"Horror,Sci-Fi",0,"m2739"
"Gung Ho","https://tvtropes.org/pmwiki/pmwiki.php/Film/GungHo",1986,1986,"gungho1986","tt0091159","movie","Gung Ho","Gung Ho",0,1986,,112,"Comedy,Drama",0,"m2740"
"Hannah and Her Sisters","https://tvtropes.org/pmwiki/pmwiki.php/Film/HannahAndHerSisters",1986,1986,"hannahandhersisters1986","tt0091167","movie","Hannah and Her Sisters","Hannah and Her Sisters",0,1986,,107,"Comedy,Drama",1,"m2741"
"Heartbreak Ridge","https://tvtropes.org/pmwiki/pmwiki.php/Film/HeartbreakRidge",1986,1986,"heartbreakridge1986","tt0091187","movie","Heartbreak Ridge","Heartbreak Ridge",0,1986,,130,"Drama,War",0,"m2742"
"Highlander","https://tvtropes.org/pmwiki/pmwiki.php/Film/Highlander",1986,1986,"highlander1986","tt0091203","movie","Highlander","Highlander",0,1986,,116,"Action,Adventure,Fantasy",0,"m2743"
"Hoosiers","https://tvtropes.org/pmwiki/pmwiki.php/Film/Hoosiers",1986,1986,"hoosiers1986","tt0091217","movie","Hoosiers","Hoosiers",0,1986,,114,"Drama,Sport",0,"m2744"
"House","https://tvtropes.org/pmwiki/pmwiki.php/Film/House",1986,1986,"house1986","tt0141239","movie","The House","The House",1,1986,,,"Adult",0,"m2745"
"Howard the Duck","https://tvtropes.org/pmwiki/pmwiki.php/Film/HowardTheDuck",1986,1986,"howardtheduck1986","tt0091225","movie","Howard the Duck","Howard the Duck",0,1986,,110,"Action,Adventure,Comedy",0,"m2746"
"Iron Eagle","https://tvtropes.org/pmwiki/pmwiki.php/Film/IronEagle",1986,1986,"ironeagle1986","tt0091278","movie","Iron Eagle","Iron Eagle",0,1986,,117,"Action,Thriller,War",0,"m2747"
"Jumpin’ Jack Flash","https://tvtropes.org/pmwiki/pmwiki.php/Film/JumpinJackFlash",1986,1986,"jumpinjackflash1986","tt0091306","movie","Jumpin' Jack Flash","Jumpin' Jack Flash",0,1986,,105,"Comedy,Romance,Thriller",0,"m2748"
"King Kong Lives","https://tvtropes.org/pmwiki/pmwiki.php/Film/KingKongLives",1976,1986,"kingkonglives1986","tt0091344","movie","King Kong Lives","King Kong Lives",0,1986,,105,"Action,Adventure",0,"m2749"
"Labyrinth","https://tvtropes.org/pmwiki/pmwiki.php/Film/Labyrinth",1986,1986,"labyrinth1986","tt0091369","movie","Labyrinth","Labyrinth",0,1986,,101,"Adventure,Family,Fantasy",0,"m2750"
"Legend","https://tvtropes.org/pmwiki/pmwiki.php/Film/Legend1985",1985,1986,"legend1986","tt0089469","movie","Legend","Legend",0,1985,,94,"Adventure,Fantasy,Romance",0,"m2751"
"Little Shop of Horrors","https://tvtropes.org/pmwiki/pmwiki.php/Film/LittleShopOfHorrors",1986,1986,"littleshopofhorrors1986","tt0091419","movie","Little Shop of Horrors","Little Shop of Horrors",0,1986,,94,"Comedy,Horror,Musical",0,"m2752"
"Lucas","https://tvtropes.org/pmwiki/pmwiki.php/Film/Lucas",1986,1986,"lucas1986","tt0091445","movie","Lucas","Lucas",0,1986,,100,"Comedy,Drama,Romance",0,"m2753"
"Manhunter","https://tvtropes.org/pmwiki/pmwiki.php/Film/Manhunter",1986,1986,"manhunter1986","tt0091474","movie","Manhunter","Manhunter",0,1986,,120,"Crime,Horror,Mystery",0,"m2754"
"Maximum Overdrive","https://tvtropes.org/pmwiki/pmwiki.php/Film/MaximumOverdrive",1986,1986,"maximumoverdrive1986","tt0091499","movie","Maximum Overdrive","Maximum Overdrive",0,1986,,98,"Action,Comedy,Horror",0,"m2755"
"My Little Pony—The Movie","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/MyLittlePonyTheMovie1986",1986,1986,"mylittleponythemovie1986","tt0091584","movie","My Little Pony: The Movie","My Little Pony: The Movie",0,1986,,86,"Animation,Family,Fantasy",0,"m2756"
"Native Son","https://tvtropes.org/pmwiki/pmwiki.php/Literature/NativeSon",1940,1986,"nativeson1986","tt0091613","movie","Native Son","Native Son",0,1986,,111,"Drama,Romance",0,"m2757"
"No Retreat, No Surrender","https://tvtropes.org/pmwiki/pmwiki.php/Film/NoRetreatNoSurrender",1986,1986,"noretreatnosurrender1986","tt0089695","movie","No Retreat, No Surrender","No Retreat, No Surrender",0,1986,,85,"Action,Comedy,Crime",0,"m2758"
"Nothing in Common","https://tvtropes.org/pmwiki/pmwiki.php/Film/NothingInCommon",1986,1986,"nothingincommon1986","tt0091653","movie","Nothing in Common","Nothing in Common",0,1986,,118,"Comedy,Drama,Romance",0,"m2759"
"One Crazy Summer","https://tvtropes.org/pmwiki/pmwiki.php/Film/OneCrazySummer",1986,1986,"onecrazysummer1986","tt0091680","movie","One Crazy Summer","One Crazy Summer",0,1986,,93,"Comedy,Romance",0,"m2760"
"Peggy Sue Got Married","https://tvtropes.org/pmwiki/pmwiki.php/Film/PeggySueGotMarried",1986,1986,"peggysuegotmarried1986","tt0091738","movie","Peggy Sue Got Married","Peggy Sue Got Married",0,1986,,103,"Comedy,Drama,Fantasy",0,"m2761"
"Pirates","https://tvtropes.org/pmwiki/pmwiki.php/Film/Pirates",1986,1986,"pirates1986","tt0091757","movie","Pirates","Pirates",0,1986,,121,"Adventure,Comedy,Family",0,"m2762"
"Platoon","https://tvtropes.org/pmwiki/pmwiki.php/Film/Platoon",,1986,"platoon1986","tt0091763","movie","Platoon","Platoon",0,1986,,120,"Drama,War",2,"m2763"
"Police Academy 3: Back in Training","https://tvtropes.org/pmwiki/pmwiki.php/Film/PoliceAcademy",1986,1986,"policeacademy3backintraining1986","tt0091777","movie","Police Academy 3: Back in Training","Police Academy 3: Back in Training",0,1986,,83,"Comedy",0,"m2764"
"Poltergeist II: The Other Side","https://tvtropes.org/pmwiki/pmwiki.php/Film/PoltergeistIITheOtherSide",1986,1986,"poltergeistiitheotherside1986","tt0091778","movie","Poltergeist II: The Other Side","Poltergeist II: The Other Side",0,1986,,91,"Horror",0,"m2765"
"Pretty in Pink","https://tvtropes.org/pmwiki/pmwiki.php/Film/PrettyInPink",1986,1986,"prettyinpink1986","tt0091790","movie","Pretty in Pink","Pretty in Pink",0,1986,,97,"Comedy,Drama,Romance",0,"m2766"
"Psycho III","https://tvtropes.org/pmwiki/pmwiki.php/Film/PsychoIII",1986,1986,"psychoiii1986","tt0091799","movie","Psycho III","Psycho III",0,1986,,93,"Horror,Mystery,Thriller",0,"m2767"
"Rad","https://tvtropes.org/pmwiki/pmwiki.php/Film/Rad",1986,1986,"rad1986","tt0091817","movie","Rad","Rad",0,1986,,91,"Drama,Sport",0,"m2769"
"Raw Deal","https://tvtropes.org/pmwiki/pmwiki.php/Film/RawDeal",,1986,"rawdeal1986","tt0091828","movie","Raw Deal","Raw Deal",0,1986,,106,"Action,Crime,Thriller",0,"m2771"
"Running Scared","https://tvtropes.org/pmwiki/pmwiki.php/Film/RunningScared1986",1986,1986,"runningscared1986","tt0091875","movie","Running Scared","Running Scared",0,1986,,107,"Action,Comedy,Crime",0,"m2772"
"Ruthless People","https://tvtropes.org/pmwiki/pmwiki.php/Film/RuthlessPeople",,1986,"ruthlesspeople1986","tt0091877","movie","Ruthless People","Ruthless People",0,1986,,93,"Comedy,Crime",0,"m2773"
"She’s Gotta Have It","https://tvtropes.org/pmwiki/pmwiki.php/Film/ShesGottaHaveIt",1986,1986,"shesgottahaveit1986","tt0091939","movie","She's Gotta Have It","She's Gotta Have It",0,1986,,84,"Comedy,Romance",0,"m2774"
"Shoah","https://tvtropes.org/pmwiki/pmwiki.php/Film/Shoah",1985,1986,"shoah1986","tt0090015","movie","Shoah","Shoah",0,1985,,566,"Documentary,History,War",0,"m2775"
"Short Circuit","https://tvtropes.org/pmwiki/pmwiki.php/Film/ShortCircuit",1986,1986,"shortcircuit1986","tt0091949","movie","Short Circuit","Short Circuit",0,1986,,98,"Comedy,Family,Sci-Fi",0,"m2776"
"Solarbabies","https://tvtropes.org/pmwiki/pmwiki.php/Film/Solarbabies",1986,1986,"solarbabies1986","tt0091981","movie","Solarbabies","Solarbabies",0,1986,,94,"Action,Adventure,Drama",0,"m2777"
"Spacecamp","https://tvtropes.org/pmwiki/pmwiki.php/Film/SpaceCamp",1986,1986,"spacecamp1986","tt0091993","movie","SpaceCamp","SpaceCamp",0,1986,,107,"Adventure,Family,Sci-Fi",0,"m2778"
"Stand by Me","https://tvtropes.org/pmwiki/pmwiki.php/Film/StandByMe",1986,1986,"standbyme1986","tt0092005","movie","Stand by Me","Stand by Me",0,1986,,89,"Adventure,Drama",0,"m2779"
"Star Trek IV: The Voyage Home","https://tvtropes.org/pmwiki/pmwiki.php/Film/StarTrekIVTheVoyageHome",1986,1986,"startrekivthevoyagehome1986","tt0092007","movie","Star Trek IV: The Voyage Home","Star Trek IV: The Voyage Home",0,1986,,119,"Adventure,Comedy,Sci-Fi",0,"m2780"
"Terrorvision","https://tvtropes.org/pmwiki/pmwiki.php/Film/TerrorVision",1986,1986,"terrorvision1986","tt0092074","movie","TerrorVision","TerrorVision",0,1986,,83,"Comedy,Horror,Sci-Fi",0,"m2782"
"The Adventures of Mark Twain","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/TheAdventuresOfMarkTwain",1985,1986,"adventuresofmarktwain1986","tt0088678","movie","The Adventures of Mark Twain","The Adventures of Mark Twain",0,1985,,86,"Adventure,Animation,Family",0,"m2783"
"The Adventures of the American Rabbit","https://tvtropes.org/pmwiki/pmwiki.php/WesternAnimation/TheAdventuresOfTheAmericanRabbit",1986,1986,"adventuresoftheamericanrabbit1986","tt0166948","movie","The Adventures of the American Rabbit","The Adventures of the American Rabbit",0,1986,,85,"Animation,Family,Fantasy",0,"m2784"
"The Boy Who Could Fly","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheBoyWhoCouldFly",1986,1986,"boywhocouldfly1986","tt0090768","movie","The Boy Who Could Fly","The Boy Who Could Fly",0,1986,,114,"Drama,Fantasy,Romance",0,"m2785"
"The Color of Money","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheColorOfMoney",1986,1986,"colorofmoney1986","tt0090863","movie","The Color of Money","The Color of Money",0,1986,,119,"Drama,Sport",0,"m2786"
"The Delta Force","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheDeltaForce",1986,1986,"deltaforce1986","tt0090927","movie","The Delta Force","The Delta Force",0,1986,,125,"Action,Adventure,Drama",0,"m2787"
"The Fly","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheFly1986",1986,1986,"fly1986","tt0091064","movie","The Fly","The Fly",0,1986,,96,"Drama,Horror,Sci-Fi",0,"m2788"
"The Golden Child","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheGoldenChild",1986,1986,"goldenchild1986","tt0091129","movie","The Golden Child","The Golden Child",0,1986,,94,"Action,Adventure,Comedy",0,"m2789"
"The Great Mouse Detective","https://tvtropes.org/pmwiki/pmwiki.php/Disney/TheGreatMouseDetective",1992,1986,"greatmousedetective1986","tt0091149","movie","The Great Mouse Detective","The Great Mouse Detective",0,1986,,74,"Adventure,Animation,Family",0,"m2790"
"The Hitcher","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheHitcher",1986,1986,"hitcher1986","tt0091209","movie","The Hitcher","The Hitcher",0,1986,,97,"Thriller",0,"m2791"
"The Karate Kid Part II","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheKarateKidPartII",1986,1986,"karatekidpartii1986","tt0091326","movie","The Karate Kid Part II","The Karate Kid Part II",0,1986,,113,"Action,Family,Romance",0,"m2792"
"The Manhattan Project","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheManhattanProject",1986,1986,"manhattanproject1986","tt0091472","movie","The Manhattan Project","The Manhattan Project",0,1986,,117,"Sci-Fi,Thriller",0,"m2793"
"The Mission","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheMission",1986,1986,"mission1986","tt0091530","movie","The Mission","The Mission",0,1986,,125,"Adventure,Drama,History",1,"m2794"
"The Money Pit","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheMoneyPit",1986,1986,"moneypit1986","tt0091541","movie","The Money Pit","The Money Pit",0,1986,,91,"Comedy",0,"m2795"
"The Mosquito Coast","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheMosquitoCoast",1986,1986,"mosquitocoast1986","tt0091557","movie","The Mosquito Coast","The Mosquito Coast",0,1986,,117,"Adventure,Drama,Thriller",0,"m2796"
"The Name of the Rose","https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheNameOfTheRose",1980,1986,"nameoftherose1986","tt0091605","movie","The Name of the Rose","Der Name der Rose",0,1986,,130,"Crime,Drama,Mystery",0,"m2797"
"The Sacrifice","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheSacrifice",1986,1986,"sacrifice1986","tt0091670","movie","The Sacrifice","Offret",0,1986,,149,"Drama",0,"m2798"
"Three Amigos","https://tvtropes.org/pmwiki/pmwiki.php/Film/ThreeAmigos",1986,1986,"threeamigos1986","tt0092086","movie","¡Three Amigos!","¡Three Amigos!",0,1986,,104,"Comedy,Western",0,"m2799"
"Top Gun","https://tvtropes.org/pmwiki/pmwiki.php/Film/TopGun",1986,1986,"topgun1986","tt0092099","movie","Top Gun","Top Gun",0,1986,,110,"Action,Drama",0,"m2800"
"Trick or Treat","https://tvtropes.org/pmwiki/pmwiki.php/Film/TrickOrTreat",1986,1986,"trickortreat1986","tt0092112","movie","Trick or Treat","Trick or Treat",0,1986,,98,"Comedy,Horror,Music",0,"m2801"
"Troll","https://tvtropes.org/pmwiki/pmwiki.php/Film/Troll",1986,1986,"troll1986","tt0092115","movie","Troll","Troll",0,1986,,82,"Comedy,Fantasy,Horror",0,"m2802"
"True Stories","https://tvtropes.org/pmwiki/pmwiki.php/Film/TrueStories",,1986,"truestories1986","tt0092117","movie","True Stories","True Stories",0,1986,,89,"Comedy,Musical",0,"m2803"
"Vamp","https://tvtropes.org/pmwiki/pmwiki.php/Film/Vamp",1986,1986,"vamp1986","tt0092147","movie","Vamp","Vamp",0,1986,,93,"Comedy,Fantasy,Horror",0,"m2805"
"Water","https://tvtropes.org/pmwiki/pmwiki.php/Film/Water1985",1985,1986,"water1986","tt0090297","movie","Water","Water",0,1985,,115,"Adventure,Comedy,Drama",0,"m2806"
"Wildcats","https://tvtropes.org/pmwiki/pmwiki.php/Film/WildCats",1986,1986,"wildcats1986","tt0092214","movie","Wildcats","Wildcats",0,1986,,106,"Comedy,Sport",0,"m2807"
"Adventures in Babysitting","https://tvtropes.org/pmwiki/pmwiki.php/Film/AdventuresInBabysitting",1987,1987,"adventuresinbabysitting1987","tt0092513","movie","Adventures in Babysitting","Adventures in Babysitting",0,1987,,102,"Adventure,Comedy,Crime",0,"m2808"
"Amazing Grace and Chuck","https://tvtropes.org/pmwiki/pmwiki.php/Film/AmazingGraceAndChuck",1987,1987,"amazinggraceandchuck1987","tt0092545","movie","Amazing Grace and Chuck","Amazing Grace and Chuck",0,1987,,114,"Drama,Sport",0,"m2809"
"Amazon Women on the Moon","https://tvtropes.org/pmwiki/pmwiki.php/Film/AmazonWomenOnTheMoon",1987,1987,"amazonwomenonthemoon1987","tt0092546","movie","Amazon Women on the Moon","Amazon Women on the Moon",0,1987,,85,"Comedy,Sci-Fi",0,"m2810"
"American Ninja 2: The Confrontation","https://tvtropes.org/pmwiki/pmwiki.php/Film/AmericanNinja",,1987,"americanninja2theconfrontation1987","tt0092548","movie","American Ninja 2: The Confrontation","American Ninja 2: The Confrontation",0,1987,,90,"Action,Drama",0,"m2811"
"Angel Heart","https://tvtropes.org/pmwiki/pmwiki.php/Film/AngelHeart",1987,1987,"angelheart1987","tt0092563","movie","Angel Heart","Angel Heart",0,1987,,113,"Horror,Mystery,Thriller",0,"m2812"
"Back to the Beach","https://tvtropes.org/pmwiki/pmwiki.php/Film/BackToTheBeach",1987,1987,"backtothebeach1987","tt0092608","movie","Back to the Beach","Back to the Beach",0,1987,,92,"Comedy,Musical",0,"m2813"
"Barfly","https://tvtropes.org/pmwiki/pmwiki.php/Film/Barfly",1987,1987,"barfly1987","tt0092618","movie","Barfly","Barfly",0,1987,,100,"Comedy,Drama,Romance",0,"m2814"
"Batteries Not Included","https://tvtropes.org/pmwiki/pmwiki.php/Film/BatteriesNotIncluded",1987,1987,"batteriesnotincluded1987","tt0092494","movie","*batteries not included","*batteries not included",0,1987,,106,"Comedy,Family,Fantasy",0,"m2815"
"Best Seller","https://tvtropes.org/pmwiki/pmwiki.php/Film/BestSeller",1987,1987,"bestseller1987","tt0092641","movie","Best Seller","Best Seller",0,1987,,95,"Action,Crime,Drama",0,"m2816"
