"eligibleTitle","link","searchYear","oscarsYear","matchname","tconst","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","winner","id"
"The Barber of Seville","https://tvtropes.org/pmwiki/pmwiki.php/Theatre/TheBarberOfSeville",,1948,"barberofseville1948","tt0038329","movie","Barber of Seville","Il barbiere di Siviglia",0,1947,,90,"Comedy,Music",0,"m0642"
"The Lady from Shanghai","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheLadyFromShanghai",1947,1948,"ladyfromshanghai1948","tt0040525","movie","The Lady from Shanghai","The Lady from Shanghai",0,1947,,87,"Crime,Drama,Film-Noir",0,"m0643"
"The Naked City","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheNakedCity",1948,1948,"nakedcity1948","tt0040636","movie","The Naked City","The Naked City",0,1948,,96,"Crime,Drama,Film-Noir",0,"m0645"
"The Pearl","https://tvtropes.org/pmwiki/pmwiki.php/Literature/ThePearl",1947,1948,"pearl1948","tt0037981","movie","The Pearl","La perla",0,1947,,85,"Adventure,Drama,Romance",0,"m0646"
"The Red Shoes","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheRedShoes1948",1948,1948,"redshoes1948","tt0040725","movie","The Red Shoes","The Red Shoes",0,1948,,134,"Drama,Music,Romance",1,"m0647"
"The Snake Pit","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheSnakePit",1948,1948,"snakepit1948","tt0040806","movie","The Snake Pit","The Snake Pit",0,1948,,108,"Drama,Mystery",1,"m0649"
"The Three Musketeers","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheThreeMusketeers1948",1948,1948,"threemusketeers1948","tt0040876","movie","The Three Musketeers","The Three Musketeers",0,1948,,125,"Action,Adventure,Drama",0,"m0650"
"The Treasure of the Sierra Madre","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheTreasureOfTheSierraMadre",1948,1948,"treasureofthesierramadre1948","tt0040897",,,,,,,,,1,"m0652"
"The Woman in White","https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheWomanInWhite",1948,1948,"womaninwhite1948","tt0040974","movie","The Woman in White","The Woman in White",0,1948,,109,"Drama,Mystery,Romance",0,"m0653"
"Two Guys from Texas","https://tvtropes.org/pmwiki/pmwiki.php/Film/TwoGuysFromTexas",,1948,"twoguysfromtexas1948","tt0040910","movie","Two Guys from Texas","Two Guys from Texas",0,1948,,86,"Animation,Comedy,Musical",0,"m0654"
"Unfaithfully Yours","https://tvtropes.org/pmwiki/pmwiki.php/Film/UnfaithfullyYours",1948,1948,"unfaithfullyyours1948","tt0040919","movie","Unfaithfully Yours","Unfaithfully Yours",0,1948,,105,"Comedy,Music,Romance",0,"m0655"
"3 Godfathers","https://tvtropes.org/pmwiki/pmwiki.php/Film/ThreeGodfathers",1948,1949,"3godfathers1949","tt0040064","movie","3 Godfathers","3 Godfathers",0,1948,,106,"Drama,Western",0,"m0656"
"A Letter to Three Wives","https://tvtropes.org/pmwiki/pmwiki.php/Film/ALetterToThreeWives",1949,1949,"lettertothreewives1949","tt0041587","movie","A Letter to Three Wives","A Letter to Three Wives",0,1949,,103,"Drama,Romance",1,"m0657"
"Act of Violence","https://tvtropes.org/pmwiki/pmwiki.php/Film/ActOfViolence",1949,1949,"actofviolence1949","tt0041088","movie","Act of Violence","Act of Violence",0,1949,,82,"Drama,Film-Noir,Thriller",0,"m0658"
"All the King’s Men","https://tvtropes.org/pmwiki/pmwiki.php/Literature/AllTheKingsMen",1949,1949,"allthekingsmen1949","tt0041113","movie","All the King's Men","All the King's Men",0,1949,,110,"Drama,Film-Noir",2,"m0659"
"Battleground","https://tvtropes.org/pmwiki/pmwiki.php/Film/Battleground",1949,1949,"battleground1949","tt0041163","movie","Battleground","Battleground",0,1949,,118,"Action,Drama,History",1,"m0660"
"Beyond the Forest","https://tvtropes.org/pmwiki/pmwiki.php/Film/BeyondTheForest",1949,1949,"beyondtheforest1949","tt0041172","movie","Beyond the Forest","Beyond the Forest",0,1949,,97,"Drama,Film-Noir,Romance",0,"m0661"
"D. O. A.","https://tvtropes.org/pmwiki/pmwiki.php/Film/DOA",1950,1949,"doa1949","tt0042369","movie","D.O.A.","D.O.A.",0,1949,,83,"Drama,Film-Noir,Mystery",0,"m0662"
"Force of Evil","https://tvtropes.org/pmwiki/pmwiki.php/Film/ForceOfEvil",1948,1949,"forceofevil1949","tt0040366","movie","Force of Evil","Force of Evil",0,1948,,79,"Crime,Drama,Film-Noir",0,"m0663"
"Germany Year Zero","https://tvtropes.org/pmwiki/pmwiki.php/Film/GermanyYearZero",1948,1949,"germanyyearzero1949","tt0039417","movie","Germany Year Zero","Germania anno zero",0,1948,,78,"Drama,War",0,"m0664"
"I Shot Jesse James","https://tvtropes.org/pmwiki/pmwiki.php/Film/IShotJesseJames",1949,1949,"ishotjessejames1949","tt0041497","movie","I Shot Jesse James","I Shot Jesse James",0,1949,,81,"Drama,History,Romance",0,"m0666"
"I Was a Male War Bride","https://tvtropes.org/pmwiki/pmwiki.php/Film/IWasAMaleWarBride",1949,1949,"iwasamalewarbride1949","tt0041498","movie","I Was a Male War Bride","I Was a Male War Bride",0,1949,,105,"Comedy,Romance,War",0,"m0667"
"Last of the Wild Horses","https://tvtropes.org/pmwiki/pmwiki.php/Film/LastOfTheWildHorses",1948,1949,"lastofthewildhorses1949","tt0040530","movie","Last of the Wild Horses","Last of the Wild Horses",0,1948,,84,"Western",0,"m0668"
"Little Women","https://tvtropes.org/pmwiki/pmwiki.php/Literature/LittleWomen",1949,1949,"littlewomen1949","tt0041594","movie","Little Women","Little Women",0,1949,,122,"Drama,Family,Romance",0,"m0669"
"Lysistrata","https://tvtropes.org/pmwiki/pmwiki.php/Theatre/Lysistrata",,1949,"lysistrata1949","tt0039915","movie","Lysistrata","Triumph der Liebe",0,1947,,116,"Comedy",0,"m0670"
"Mighty Joe Young","https://tvtropes.org/pmwiki/pmwiki.php/Film/MightyJoeYoung",1949,1949,"mightyjoeyoung1949","tt0041650","movie","Mighty Joe Young","Mighty Joe Young",0,1949,,94,"Adventure,Drama,Fantasy",0,"m0671"
"On the Town","https://tvtropes.org/pmwiki/pmwiki.php/Theatre/OnTheTown",1944,1949,"onthetown1949","tt0041716","movie","On the Town","On the Town",0,1949,,98,"Comedy,Musical,Romance",0,"m0673"
"Passport to Pimlico","https://tvtropes.org/pmwiki/pmwiki.php/Film/PassportToPimlico",1949,1949,"passporttopimlico1949","tt0041737","movie","Passport to Pimlico","Passport to Pimlico",0,1949,,84,"Comedy",0,"m0674"
"She Wore a Yellow Ribbon","https://tvtropes.org/pmwiki/pmwiki.php/Film/SheWoreAYellowRibbon",1949,1949,"sheworeayellowribbon1949","tt0041866","movie","She Wore a Yellow Ribbon","She Wore a Yellow Ribbon",0,1949,,104,"Western",0,"m0675"
"So Dear to My Heart","https://tvtropes.org/pmwiki/pmwiki.php/Film/SoDearToMyHeart",,1949,"sodeartomyheart1949","tt0041890","movie","So Dear to My Heart","So Dear to My Heart",0,1948,,79,"Animation,Drama,Family",0,"m0676"
"The Adventures of Ichabod and Mr. Toad","https://tvtropes.org/pmwiki/pmwiki.php/Disney/TheAdventuresOfIchabodAndMrToad",1949,1949,"adventuresofichabodandmrtoad1949","tt0041094","movie","The Adventures of Ichabod and Mr. Toad","The Adventures of Ichabod and Mr. Toad",0,1949,,68,"Animation,Comedy,Family",0,"m0677"
"The Blue Lagoon","https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheBlueLagoon",1923,1949,"bluelagoon1949","tt0041190","movie","The Blue Lagoon","The Blue Lagoon",0,1949,,101,"Adventure,Drama,Romance",0,"m0678"
"The Damned","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheDamned1947",1947,1949,"damned1949","tt0039615","movie","The Damned","Les maudits",0,1947,,105,"Drama",0,"m0679"
"The Fountainhead","https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheFountainhead",1943,1949,"fountainhead1949","tt0041386","movie","The Fountainhead","The Fountainhead",0,1949,,114,"Drama,Romance",0,"m0680"
"The Hasty Heart","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheHastyHeart",1949,1949,"hastyheart1949","tt0041445","movie","The Hasty Heart","The Hasty Heart",0,1949,,102,"Drama,War",0,"m0681"
"The Heiress","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheHeiress",1949,1949,"heiress1949","tt0041452","movie","The Heiress","The Heiress",0,1949,,115,"Drama,Romance",1,"m0682"
"The Inspector General","https://tvtropes.org/pmwiki/pmwiki.php/Theatre/TheInspectorGeneral",1949,1949,"inspectorgeneral1949","tt0041509","movie","The Inspector General","The Inspector General",0,1949,,102,"Comedy,Musical,Romance",0,"m0683"
"The Reckless Moment","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheRecklessMoment",1949,1949,"recklessmoment1949","tt0041786","movie","The Reckless Moment","The Reckless Moment",0,1949,,82,"Crime,Drama,Film-Noir",0,"m0684"
"The Red Pony","https://tvtropes.org/pmwiki/pmwiki.php/Literature/TheRedPony",1949,1949,"redpony1949","tt0041792","movie","The Red Pony","The Red Pony",0,1949,,89,"Drama,Family,Western",0,"m0685"
"The Window","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheWindow",1949,1949,"window1949","tt0042046","movie","The Window","The Window",0,1949,,73,"Drama,Film-Noir,Thriller",0,"m0686"
"Too Late for Tears","https://tvtropes.org/pmwiki/pmwiki.php/Film/TooLateForTears",1949,1949,"toolatefortears1949","tt0041968","movie","Too Late for Tears","Too Late for Tears",0,1949,,99,"Crime,Drama,Film-Noir",0,"m0687"
"Twelve O’Clock High","https://tvtropes.org/pmwiki/pmwiki.php/Film/TwelveOClockHigh",1949,1949,"twelveoclockhigh1949","tt0041996","movie","Twelve O'Clock High","Twelve O'Clock High",0,1949,,132,"Drama,War",1,"m0688"
"Under Capricorn","https://tvtropes.org/pmwiki/pmwiki.php/Film/UnderCapricorn",1937,1949,"undercapricorn1949","tt0042004","movie","Under Capricorn","Under Capricorn",0,1949,,117,"Crime,Drama,Romance",0,"m0689"
"Unknown Island","https://tvtropes.org/pmwiki/pmwiki.php/Film/UnknownIsland",1948,1949,"unknownisland1949","tt0040920","movie","Unknown Island","Unknown Island",0,1948,,75,"Adventure,Horror,Romance",0,"m0690"
"White Heat","https://tvtropes.org/pmwiki/pmwiki.php/Film/WhiteHeat",1949,1949,"whiteheat1949","tt0042041","movie","White Heat","White Heat",0,1949,,114,"Action,Crime,Drama",0,"m0691"
"Adam’s Rib","https://tvtropes.org/pmwiki/pmwiki.php/Film/AdamsRib",1949,1950,"adamsrib1950","tt0041090","movie","Adam's Rib","Adam's Rib",0,1949,,101,"Comedy,Drama,Romance",0,"m0692"
"All About Eve","https://tvtropes.org/pmwiki/pmwiki.php/Film/AllAboutEve",1950,1950,"allabouteve1950","tt0042192","movie","All About Eve","All About Eve",0,1950,,138,"Drama",2,"m0693"
"Born Yesterday","https://tvtropes.org/pmwiki/pmwiki.php/Theatre/BornYesterday",1946,1950,"bornyesterday1950","tt0042276","movie","Born Yesterday","Born Yesterday",0,1950,,103,"Comedy,Drama,Romance",1,"m0695"
"Broken Arrow","https://tvtropes.org/pmwiki/pmwiki.php/Film/BrokenArrow1950",1950,1950,"brokenarrow1950","tt0042286","movie","Broken Arrow","Broken Arrow",0,1950,,93,"Drama,Romance,Western",0,"m0696"
"Cheaper by the Dozen","https://tvtropes.org/pmwiki/pmwiki.php/Film/CheaperByTheDozen",1948,1950,"cheaperbythedozen1950","tt0042327","movie","Cheaper by the Dozen","Cheaper by the Dozen",0,1950,,86,"Comedy,Drama,Family",0,"m0697"
"Cinderella","https://tvtropes.org/pmwiki/pmwiki.php/Disney/Cinderella",,1950,"cinderella1950","tt0042332","movie","Cinderella","Cinderella",0,1950,,74,"Animation,Family,Fantasy",0,"m0698"
"Destination Moon","https://tvtropes.org/pmwiki/pmwiki.php/Film/DestinationMoon",1950,1950,"destinationmoon1950","tt0042393","movie","Destination Moon","Destination Moon",0,1950,,92,"Adventure,Drama,Sci-Fi",0,"m0699"
"Father of the Bride","https://tvtropes.org/pmwiki/pmwiki.php/Film/FatherOfTheBride1950",1950,1950,"fatherofthebride1950","tt0042451","movie","Father of the Bride","Father of the Bride",0,1950,,92,"Comedy,Romance",1,"m0700"
"Harriet Craig","https://tvtropes.org/pmwiki/pmwiki.php/Film/HarrietCraig",1950,1950,"harrietcraig1950","tt0042544","movie","Harriet Craig","Harriet Craig",0,1950,,94,"Drama",0,"m0701"
"Harvey","https://tvtropes.org/pmwiki/pmwiki.php/Theatre/Harvey",1950,1950,"harvey1950","tt0042546","movie","Harvey","Harvey",0,1950,,104,"Comedy,Drama,Fantasy",0,"m0702"
"Il Trovatore","https://tvtropes.org/pmwiki/pmwiki.php/Theatre/IlTrovatore",,1950,"iltrovatore1950","tt0041991","movie","Il trovatore","Il trovatore",0,1949,,111,"Musical",0,"m0703"
"In a Lonely Place","https://tvtropes.org/pmwiki/pmwiki.php/Film/InALonelyPlace",1950,1950,"inalonelyplace1950","tt0042593","movie","In a Lonely Place","In a Lonely Place",0,1950,,94,"Drama,Film-Noir,Mystery",0,"m0704"
"Kind Hearts and Coronets","https://tvtropes.org/pmwiki/pmwiki.php/Film/KindHeartsAndCoronets",1949,1950,"kindheartsandcoronets1950","tt0041546","movie","Kind Hearts and Coronets","Kind Hearts and Coronets",0,1949,,106,"Comedy,Crime",0,"m0705"
"King Solomon’s Mines","https://tvtropes.org/pmwiki/pmwiki.php/Literature/KingSolomonsMines",1950,1950,"kingsolomonsmines1950","tt0042646","movie","King Solomon's Mines","King Solomon's Mines",0,1950,,103,"Action,Adventure,Romance",1,"m0706"
"Marriage of Figaro","https://tvtropes.org/pmwiki/pmwiki.php/Theatre/TheMarriageOfFigaro",,1950,"marriageoffigaro1950","tt0037696","movie","The Marriage of Figaro","Figaros Hochzeit",0,1949,,107,"Musical,Romance",0,"m0707"
"Night and the City","https://tvtropes.org/pmwiki/pmwiki.php/Film/NightAndTheCity",1950,1950,"nightandthecity1950","tt0042788","movie","Night and the City","Night and the City",0,1950,,101,"Crime,Film-Noir,Mystery",0,"m0708"
"No Man of Her Own","https://tvtropes.org/pmwiki/pmwiki.php/Film/NoManOfHerOwn1950",1950,1950,"nomanofherown1950","tt0041694","movie","No Man of Her Own","No Man of Her Own",0,1950,,98,"Drama,Film-Noir",0,"m0709"
"Radar Secret Service","https://tvtropes.org/pmwiki/pmwiki.php/Film/RadarSecretService",1950,1950,"radarsecretservice1950","tt0042874","movie","Radar Secret Service","Radar Secret Service",0,1950,,59,"Action,Crime,Drama",0,"m0710"
"Rocketship XM","https://tvtropes.org/pmwiki/pmwiki.php/Film/RocketshipXM",,1950,"rocketshipxm1950","tt0042897","movie","Rocketship X-M","Rocketship X-M",0,1950,,77,"Sci-Fi",0,"m0711"
"So Young, So Bad","https://tvtropes.org/pmwiki/pmwiki.php/Film/SoYoungSoBad",1950,1950,"soyoungsobad1950","tt0042982","movie","So Young So Bad","So Young So Bad",0,1950,,91,"Drama",0,"m0712"
"Stage Fright","https://tvtropes.org/pmwiki/pmwiki.php/Film/StageFright",1950,1950,"stagefright1950","tt0042994","movie","Stage Fright","Stage Fright",0,1950,,110,"Film-Noir,Thriller",0,"m0713"
"Sunset Blvd.","https://tvtropes.org/pmwiki/pmwiki.php/Film/SunsetBoulevard",1950,1950,"sunsetblvd1950","tt0043014","movie","Sunset Boulevard","Sunset Blvd.",0,1950,,110,"Drama,Film-Noir",1,"m0714"
"The Asphalt Jungle","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheAsphaltJungle",1950,1950,"asphaltjungle1950","tt0042208","movie","The Asphalt Jungle","The Asphalt Jungle",0,1950,,112,"Crime,Drama,Film-Noir",0,"m0715"
"The Glass Menagerie","https://tvtropes.org/pmwiki/pmwiki.php/Theatre/TheGlassMenagerie",1950,1950,"glassmenagerie1950","tt0042509","movie","The Glass Menagerie","The Glass Menagerie",0,1950,,107,"Drama",0,"m0716"
"The Gunfighter","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheGunfighter",1950,1950,"gunfighter1950","tt0042531","movie","The Gunfighter","The Gunfighter",0,1950,,85,"Western",0,"m0717"
"The Third Man","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheThirdMan",1949,1950,"thirdman1950","tt0041959","movie","The Third Man","The Third Man",0,1949,,104,"Film-Noir,Mystery,Thriller",0,"m0718"
"The Walls of Malapaga","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheWallsOfMalapaga",1949,1950,"wallsofmalapaga1950","tt0040137","movie","The Walls of Malapaga","Le mura di Malapaga",0,1949,,104,"Drama,Romance",0,"m0719"
"Treasure Island","https://tvtropes.org/pmwiki/pmwiki.php/Film/TreasureIsland1950",1950,1950,"treasureisland1950","tt0043067","movie","Treasure Island","Treasure Island",0,1950,,96,"Adventure,Family",0,"m0720"
"Where the Sidewalk Ends","https://tvtropes.org/pmwiki/pmwiki.php/Film/WhereTheSidewalkEnds",1950,1950,"wherethesidewalkends1950","tt0043132","movie","Where the Sidewalk Ends","Where the Sidewalk Ends",0,1950,,95,"Crime,Drama,Film-Noir",0,"m0721"
"Winchester ’73","https://tvtropes.org/pmwiki/pmwiki.php/Film/Winchester73",1950,1950,"winchester731950","tt0043137","movie","Winchester '73","Winchester '73",0,1950,,92,"Action,Drama,Western",0,"m0723"
"A Place in the Sun","https://tvtropes.org/pmwiki/pmwiki.php/Film/APlaceInTheSun",1951,1951,"placeinthesun1951","tt0043924","movie","A Place in the Sun","A Place in the Sun",0,1951,,122,"Drama,Romance",1,"m0724"
"A Streetcar Named Desire","https://tvtropes.org/pmwiki/pmwiki.php/Theatre/AStreetcarNamedDesire",1947,1951,"streetcarnameddesire1951","tt0044081","movie","A Streetcar Named Desire","A Streetcar Named Desire",0,1951,,122,"Drama",1,"m0725"
"Ace in the Hole","https://tvtropes.org/pmwiki/pmwiki.php/Film/AceInTheHole",1951,1951,"aceinthehole1951","tt0043338","movie","Ace in the Hole","Ace in the Hole",0,1951,,111,"Drama,Film-Noir",0,"m0726"
"An American in Paris","https://tvtropes.org/pmwiki/pmwiki.php/Film/AnAmericanInParis",1951,1951,"anamericaninparis1951","tt0043278","movie","An American in Paris","An American in Paris",0,1951,,114,"Drama,Musical,Romance",2,"m0727"
"Angels in the Outfield","https://tvtropes.org/pmwiki/pmwiki.php/Film/AngelsInTheOutfield",1951,1951,"angelsintheoutfield1951","tt0043286","movie","Angels in the Outfield","Angels in the Outfield",0,1951,,99,"Comedy,Family,Fantasy",0,"m0728"
"Anne of the Indies","https://tvtropes.org/pmwiki/pmwiki.php/Film/AnneOfTheIndies",1951,1951,"anneoftheindies1951","tt0043288","movie","Anne of the Indies","Anne of the Indies",0,1951,,81,"Action,Adventure,Drama",0,"m0729"
"Death of a Salesman","https://tvtropes.org/pmwiki/pmwiki.php/Theatre/DeathOfASalesman",1951,1951,"deathofasalesman1951","tt0043458","movie","Death of a Salesman","Death of a Salesman",0,1951,,115,"Drama",0,"m0730"
"G. I. Jane","https://tvtropes.org/pmwiki/pmwiki.php/Film/GIJane",1997,1951,"gijane1951","tt0043572","movie","G.I. Jane","G.I. Jane",0,1951,,62,"Musical",0,"m0733"
"Lost Continent","https://tvtropes.org/pmwiki/pmwiki.php/Film/LostContinent",1951,1951,"lostcontinent1951","tt0043757","movie","Lost Continent","Lost Continent",0,1951,,83,"Adventure,Fantasy,Sci-Fi",0,"m0735"
"M","https://tvtropes.org/pmwiki/pmwiki.php/Film/M",1951,1951,"m1951","tt0043766","movie","M","M",0,1951,,88,"Drama,Film-Noir,Thriller",0,"m0736"
"Mr. Drake’s Duck","https://tvtropes.org/pmwiki/pmwiki.php/Film/MrDrakesDuck",1951,1951,"mrdrakesduck1951","tt0043821","movie","Mr Drake's Duck","Mr Drake's Duck",0,1951,,85,"Comedy,Sci-Fi",0,"m0737"
"Native Son","https://tvtropes.org/pmwiki/pmwiki.php/Literature/NativeSon",1940,1951,"nativeson1951","tt0042781","movie","Native Son","Native Son",0,1951,,104,"Drama",0,"m0738"
"Orpheus","https://tvtropes.org/pmwiki/pmwiki.php/Film/Orpheus",1950,1951,"orpheus1951","tt0041719","movie","Orpheus","Orphée",0,1950,,95,"Drama,Fantasy,Romance",0,"m0740"
"Quo Vadis","https://tvtropes.org/pmwiki/pmwiki.php/Literature/QuoVadis",1951,1951,"quovadis1951","tt0043949","movie","Quo Vadis","Quo Vadis",0,1951,,171,"Biography,Drama,History",1,"m0741"
"Strangers on a Train","https://tvtropes.org/pmwiki/pmwiki.php/Film/StrangersOnATrain",1951,1951,"strangersonatrain1951","tt0044079","movie","Strangers on a Train","Strangers on a Train",0,1951,,101,"Crime,Film-Noir,Thriller",0,"m0742"
"Tales of Hoffmann","https://tvtropes.org/pmwiki/pmwiki.php/Theatre/TheTalesOfHoffmann",,1951,"talesofhoffmann1951","tt0044103","movie","The Tales of Hoffmann","The Tales of Hoffmann",0,1951,,133,"Fantasy,Music,Musical",0,"m0743"
"The African Queen","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheAfricanQueen",1951,1951,"africanqueen1951","tt0043265","movie","The African Queen","The African Queen",0,1951,,105,"Adventure,Drama,Romance",0,"m0744"
"The Day the Earth Stood Still","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheDayTheEarthStoodStill1951",1951,1951,"daytheearthstoodstill1951","tt0043456","movie","The Day the Earth Stood Still","The Day the Earth Stood Still",0,1951,,92,"Drama,Sci-Fi",0,"m0745"
"The Desert Fox","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheDesertFox",1951,1951,"desertfox1951","tt0043461",,,,,,,,,0,"m0746"
"The Enforcer","https://tvtropes.org/pmwiki/pmwiki.php/Film/TheEnforcer",,1951,"enforcer1951","tt0043503","movie","The Enforcer","The Enforcer",0,1951,,87,"Crime,Film-Noir,Thriller",0,"m0747"
